can_close_early,close_time,created_time,event_ticker,exchange_index,expected_expiration_time,expiration_time,expiration_value,floor_strike,last_price_dollars,latest_expiration_time,liquidity_dollars,market_type,no_ask_dollars,no_bid_dollars,no_sub_title,notional_value_dollars,occurrence_datetime,open_interest_fp,open_time,previous_price_dollars,previous_yes_ask_dollars,previous_yes_bid_dollars,price_level_structure,price_ranges,result,rules_primary,rules_secondary,settlement_timer_seconds,settlement_ts,settlement_value_dollars,status,strike_type,ticker,title,updated_time,volume_24h_fp,volume_fp,yes_ask_dollars,yes_ask_size_fp,yes_bid_dollars,yes_bid_size_fp,yes_sub_title
True,2026-05-28T21:15:00Z,2026-05-28T00:01:40.106325Z,KXBTC15M-26MAY281715,0,2026-05-28T21:20:00Z,2026-06-04T21:15:00Z,73580.56,73483.83,0.9990,2026-06-04T21:15:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T21:20:00Z,0.00,2026-05-28T21:00:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 5:15 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 5:00 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T21:15:07.222326Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281715-15,BTC price up in next 15 mins?,2026-05-28T21:15:07.347912Z,0.00,494200.00,1.0000,0.00,0.0000,0.00,"Target Price: $73,483.83"
True,2026-05-28T21:00:00Z,2026-05-28T00:01:39.575142Z,KXBTC15M-26MAY281700,0,2026-05-28T21:05:00Z,2026-06-04T21:00:00Z,73483.83,73601.87,0.0010,2026-06-04T21:00:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T21:05:00Z,0.00,2026-05-28T20:45:00Z,0.0010,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 5:00 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 4:45 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T21:00:07.222729Z,0.0000,finalized,greater_or_equal,KXBTC15M-26MAY281700-00,BTC price up in next 15 mins?,2026-05-28T21:00:07.29477Z,0.00,414322.48,1.0000,0.00,0.0000,0.00,"Target Price: $73,601.87"
True,2026-05-28T20:45:00Z,2026-05-28T00:01:39.136894Z,KXBTC15M-26MAY281645,0,2026-05-28T20:50:00Z,2026-06-04T20:45:00Z,73601.87,73556.1,0.9980,2026-06-04T20:45:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T20:50:00Z,0.00,2026-05-28T20:30:00Z,0.9980,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 4:45 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 4:30 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T20:45:07.225014Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281645-45,BTC price up in next 15 mins?,2026-05-28T20:45:07.330666Z,0.00,494924.93,1.0000,0.00,0.0000,0.00,"Target Price: $73,556.10"
True,2026-05-28T20:30:00Z,2026-05-28T00:01:38.698837Z,KXBTC15M-26MAY281630,0,2026-05-28T20:35:00Z,2026-06-04T20:30:00Z,73556.10,73329.16,0.9990,2026-06-04T20:30:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T20:35:00Z,0.00,2026-05-28T20:15:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 4:30 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 4:15 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T20:30:07.220865Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281630-30,BTC price up in next 15 mins?,2026-05-28T20:30:07.307284Z,0.00,379239.80,1.0000,0.00,0.0000,0.00,"Target Price: $73,329.16"
True,2026-05-28T20:15:00Z,2026-05-28T00:01:38.288863Z,KXBTC15M-26MAY281615,0,2026-05-28T20:20:00Z,2026-06-04T20:15:00Z,73329.16,73318.21,0.9980,2026-06-04T20:15:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T20:20:00Z,0.00,2026-05-28T20:00:00Z,0.9980,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 4:15 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 4:00 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T20:15:07.224665Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281615-15,BTC price up in next 15 mins?,2026-05-28T20:15:07.315395Z,0.00,801335.96,1.0000,0.00,0.0000,0.00,"Target Price: $73,318.21"
True,2026-05-28T20:00:00Z,2026-05-28T00:01:37.862812Z,KXBTC15M-26MAY281600,0,2026-05-28T20:05:00Z,2026-06-04T20:00:00Z,73318.21,73327.46,0.0010,2026-06-04T20:00:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T20:05:00Z,0.00,2026-05-28T19:45:00Z,0.0010,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 4:00 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 3:45 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T20:00:07.222432Z,0.0000,finalized,greater_or_equal,KXBTC15M-26MAY281600-00,BTC price up in next 15 mins?,2026-05-28T20:00:07.499801Z,0.00,916722.42,1.0000,0.00,0.0000,0.00,"Target Price: $73,327.46"
True,2026-05-28T19:45:00Z,2026-05-28T00:01:37.440509Z,KXBTC15M-26MAY281545,0,2026-05-28T19:50:00Z,2026-06-04T19:45:00Z,73327.46,73438.55,0.0010,2026-06-04T19:45:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T19:50:00Z,0.00,2026-05-28T19:30:00Z,0.0010,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 3:45 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 3:30 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T19:45:07.218124Z,0.0000,finalized,greater_or_equal,KXBTC15M-26MAY281545-45,BTC price up in next 15 mins?,2026-05-28T19:45:07.32403Z,0.00,349847.07,1.0000,0.00,0.0000,0.00,"Target Price: $73,438.55"
True,2026-05-28T19:30:00Z,2026-05-28T00:01:36.936814Z,KXBTC15M-26MAY281530,0,2026-05-28T19:35:00Z,2026-06-04T19:30:00Z,73438.55,73357.32,0.9990,2026-06-04T19:30:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T19:35:00Z,0.00,2026-05-28T19:15:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 3:30 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 3:15 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T19:30:07.224873Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281530-30,BTC price up in next 15 mins?,2026-05-28T19:30:07.339537Z,0.00,419438.73,1.0000,0.00,0.0000,0.00,"Target Price: $73,357.32"
True,2026-05-28T19:15:00Z,2026-05-28T00:01:36.512478Z,KXBTC15M-26MAY281515,0,2026-05-28T19:20:00Z,2026-06-04T19:15:00Z,73357.32,73542.77,0.0010,2026-06-04T19:15:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T19:20:00Z,0.00,2026-05-28T19:00:00Z,0.0010,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 3:15 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 3:00 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T19:15:07.222222Z,0.0000,finalized,greater_or_equal,KXBTC15M-26MAY281515-15,BTC price up in next 15 mins?,2026-05-28T19:15:07.293371Z,0.00,371305.71,1.0000,0.00,0.0000,0.00,"Target Price: $73,542.77"
True,2026-05-28T19:00:00Z,2026-05-28T00:01:36.10885Z,KXBTC15M-26MAY281500,0,2026-05-28T19:05:00Z,2026-06-04T19:00:00Z,73542.77,73494.3,0.9990,2026-06-04T19:00:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T19:05:00Z,0.00,2026-05-28T18:45:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 3:00 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 2:45 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T19:00:07.219697Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281500-00,BTC price up in next 15 mins?,2026-05-28T19:00:07.404227Z,0.00,386797.22,1.0000,0.00,0.0000,0.00,"Target Price: $73,494.30"
